verseId	book	chapter	verse	text
B18_C001_V019	Ayub	1	19	Tiba-tiba, angin besar datang dari seberang padang gurun, dan menghantam keempat penjuru rumah itu, lalu bangunan itu menimpa orang-orang muda itu sehingga mereka mati. Hanya aku sendiri yang dapat menyelamatkan diri untuk memberi tahu engkau.”
B18_C001_V020	Ayub	1	20	Lalu, Ayub berdiri, merobek jubahnya, dan mencukur kepalanya. Kemudian, dia jatuh ke tanah, dan menyembah,
B18_C001_V021	Ayub	1	21	katanya, “Dengan telanjang aku keluar dari rahim ibuku, dan dengan telanjang pula aku akan kembali ke sana. TUHAN memberi, TUHAN telah mengambil. Terpujilah nama TUHAN!”
B18_C001_V022	Ayub	1	22	Dalam semuanya itu, Ayub tidak berbuat dosa atau menyalahkan Allah.
B18_C002_V001	Ayub	2	1	Sekali lagi, ada suatu hari ketika anak-anak Tuhan datang berdiri di hadapan TUHAN, dan Setan datang juga di antara mereka untuk berdiri di hadapan TUHAN.
B18_C002_V002	Ayub	2	2	Kemudian, TUHAN bertanya kepada Setan, “Dari mana kamu datang?” Lalu, Setan menjawab TUHAN, dan berkata, “Dari menjelajahi bumi, dan berjalan kian kemari di atasnya.”
B18_C002_V003	Ayub	2	3	TUHAN bertanya kepada Setan, “Sudahkah kamu memperhatikan hamba-Ku, Ayub? Tidak ada orang yang seperti dia di bumi, seorang yang saleh dan benar, seorang yang takut akan Allah, dan menjauhkan diri dari kejahatan. Dia masih terus berpegang teguh pada integritasnya walaupun kamu telah menghasut-Ku untuk menghancurkannya tanpa alasan.”
B18_C002_V004	Ayub	2	4	Lalu, Setan menjawab TUHAN, dan berkata, “Kulit ganti kulit! Orang akan memberikan semua yang dia miliki demi menyelamatkan nyawanya.
B18_C002_V005	Ayub	2	5	Akan tetapi, sekarang, ulurkan tangan-Mu, dan sentuh tulang dan dagingnya, maka dia pasti akan mengutuki-Mu di hadapan-Mu.”
B18_C002_V006	Ayub	2	6	Oleh karena itu, TUHAN berfirman kepada Setan, “Baiklah, dia ada dalam tanganmu, hanya sisakan nyawanya.”
B18_C002_V007	Ayub	2	7	Kemudian, Setan pergi dari hadapan TUHAN, lalu menyerang Ayub dengan luka borok dari telapak kakinya hingga ujung kepalanya.
B18_C002_V008	Ayub	2	8	Ayub mengambil sekeping pecahan tembikar untuk menggaruk-garuk badannya sendiri, sementara dia duduk di tengah-tengah abu.
B18_C002_V009	Ayub	2	9	Lalu, istrinya berkata kepadanya, “Apakah kamu masih akan berpegang teguh pada integritasmu? Kutukilah Allah, dan matilah!”
B18_C002_V010	Ayub	2	10	Namun, jawab Ayub kepadanya, “Kamu berbicara seperti perempuan bodoh berbicara. Apakah kita akan menerima yang baik dari Allah, dan tidak akan menerima yang buruk?” Dalam semuanya itu, Ayub tidak berdosa dengan bibirnya.
B18_C002_V011	Ayub	2	11	Ketika tiga sahabat Ayub mendengar semua hal buruk yang terjadi padanya, satu per satu datang dari tempat tinggal mereka, yaitu Elifas, orang Teman, Bildad, orang Suah, dan Zofar, orang Naama. Sebab, mereka telah sepakat untuk pergi bersama-sama, dan berduka bersama dia, dan menghibur dia.
B18_C002_V012	Ayub	2	12	Ketika mereka melayangkan mata dari jauh, mereka tidak mengenali Ayub. Lalu, mereka berseru dengan suara nyaring dan meratap. Satu per satu merobek jubahnya, dan menabur debu ke atas kepala mereka.
B18_C002_V013	Ayub	2	13	Kemudian, mereka duduk bersama Ayub di atas tanah selama tujuh hari dan tujuh malam. Tidak seorang pun mengucapkan sepatah kata kepada Ayub karena mereka melihat penderitaan Ayub sangat berat.
B18_C003_V001	Ayub	3	1	Setelah itu, Ayub membuka mulutnya, dan mengutuk hari lahirnya.
B18_C003_V002	Ayub	3	2	Ayub menjawab, dan berkata,
B18_C003_V003	Ayub	3	3	“Biarlah hari ketika aku dilahirkan lenyap, juga malam yang berkata, “Seorang anak laki-laki dikandung!”
B18_C003_V004	Ayub	3	4	Biarlah hari itu menjadi kegelapan; biarlah Allah di tempat tinggi tidak mencarinya, dan biarlah cahaya tidak bersinar atasnya.
B18_C003_V005	Ayub	3	5	Biarlah kegelapan yang kelam dan pekat meliputinya; biarlah awan menggantung di atasnya; biarlah kegelapan hari membuatnya ngeri.
B18_C003_V006	Ayub	3	6	Malam itu, biarlah kegelapan yang pekat menguasainya; biarlah ia tidak bersukacita di antara hari-hari dalam setahun; biarlah ia tidak termasuk dalam hitungan bulan-bulan.
B18_C003_V007	Ayub	3	7	Lihatlah, biarlah malam itu menjadi mandul; biarlah tidak ada sorak sukacita yang masuk.
B18_C003_V008	Ayub	3	8	Biarlah para pengutuk hari mengutuki hari itu, yaitu orang-orang yang siap membangunkan Lewiatan.
B18_C003_V009	Ayub	3	9	Biarlah bintang-bintang senja menjadi gelap; biarlah malam itu menantikan terang, tetapi tidak mendapatkannya, dan tidak melihat pelupuk fajar
B18_C003_V010	Ayub	3	10	karena ia tidak menutup pintu-pintu kandungan ibuku, atau menyembunyikan kesusahan dari mataku.
B18_C003_V011	Ayub	3	11	Mengapa aku tidak mati saat lahir, keluar dari kandungan dan mati?
B18_C003_V012	Ayub	3	12	Mengapa pangkuan menerima aku, dan mengapa ada buah dada sehingga aku dapat menyusu?
B18_C003_V013	Ayub	3	13	Kalau tidak, sekarang aku sudah terbaring dan diam; aku sudah tidur, dan beristirahat dengan tenang
B18_C003_V014	Ayub	3	14	bersama raja-raja dan para penasihat bumi, yang membangun kembali reruntuhan bagi diri mereka sendiri,
B18_C003_V015	Ayub	3	15	atau bersama pangeran yang memiliki emas, yang mengisi rumah-rumah mereka dengan perak.
B18_C003_V016	Ayub	3	16	Atau, mengapa aku tidak dikuburkan seperti bayi yang gugur, seperti bayi yang tidak pernah melihat terang?
B18_C003_V017	Ayub	3	17	Di sana, orang-orang fasik berhenti membuat kekacauan, dan di sana, orang-orang yang lelah mendapat istirahat.
B18_C003_V018	Ayub	3	18	Di sana, para tahanan merasa nyaman bersama; mereka tidak lagi mendengar suara penindas.
B18_C003_V019	Ayub	3	19	Yang kecil dan yang besar ada di sana, dan para budak terbebas dari tuannya.
B18_C003_V020	Ayub	3	20	Mengapa terang diberikan kepada dia yang dalam kesengsaraan, dan kehidupan kepada dia yang sakit pahit jiwanya,
B18_C003_V021	Ayub	3	21	yang merindukan kematian, tetapi tidak kunjung datang, dan yang menggalinya lebih daripada menggali harta yang tersembunyi,
B18_C003_V022	Ayub	3	22	yang sangat bersukacita, dan bergembira ketika menemukan kubur?
B18_C003_V023	Ayub	3	23	Mengapa terang diberikan kepada orang yang jalannya tersembunyi, yang telah Allah lindungi?
B18_C003_V024	Ayub	3	24	Sebab, keluh kesahku datang di tempat makananku, dan rintihanku tertuang seperti air.
B18_C003_V025	Ayub	3	25	Sebab, apa yang kutakutkan telah terjadi atasku, dan apa yang kucemaskan telah menimpaku.
B18_C003_V026	Ayub	3	26	Aku tidak memperoleh ketenangan ataupun ketenteraman; aku tidak mendapat istirahat, tetapi kegelisahanlah yang datang!”
B18_C004_V001	Ayub	4	1	Lalu, Elifas, orang Teman, menjawab, katanya,
B18_C004_V002	Ayub	4	2	“Jika seseorang mencoba berbicara denganmu, akankah kamu tidak sabar? Namun, siapakah yang mampu menahan diri dari berbicara?
B18_C004_V003	Ayub	4	3	Lihat, kamu telah mengajar banyak orang, dan kamu telah menguatkan tangan-tangan yang lemah.
B18_C004_V004	Ayub	4	4	Perkataan-perkataanmu telah membangunkan mereka yang tersandung, dan kamu telah menguatkan lutut-lutut yang lemah.
B18_C004_V005	Ayub	4	5	Namun, sekarang hal itu menimpa ke atasmu, dan kamu menjadi kesal. Ia menyentuhmu, dan kamu menjadi kecewa.
B18_C004_V006	Ayub	4	6	Bukankah rasa takutmu akan Allah adalah keyakinanmu, dan integritas hidupmu adalah harapanmu?
B18_C004_V007	Ayub	4	7	Ingat, apakah ada orang tidak bersalah yang dibinasakan? Atau, di manakah ada orang benar yang dimusnahkan?
B18_C004_V008	Ayub	4	8	Seperti yang telah aku lihat, mereka yang membajak kejahatan dan mereka yang menabur kesulitan akan memanen hal yang sama.
B18_C004_V009	Ayub	4	9	Oleh napas Allah, mereka binasa, dan oleh semburan kemarahan-Nya, mereka dihabisi.
B18_C004_V010	Ayub	4	10	Suara singa yang mengaum, suara yang menakutkan, tetapi gigi singa-singa muda dipatahkan.
B18_C004_V011	Ayub	4	11	Singa jantan binasa karena kekurangan mangsa, dan anak-anak singa betina tercerai-berai.
B18_C004_V012	Ayub	4	12	Sekarang, suatu perkataan telah disampaikan kepadaku secara diam-diam, dan telingaku menerima bisikannya.
B18_C004_V013	Ayub	4	13	Di tengah pikiran yang menggelisahkan dari penglihatan pada malam hari, ketika manusia terlelap dalam tidur,
B18_C004_V014	Ayub	4	14	kecemasan melandaku, juga kegentaran, yang membuat tulang-tulangku gemetar.
B18_C004_V015	Ayub	4	15	Kemudian, suatu roh melintas di hadapanku; bulu romaku berdiri.
B18_C004_V016	Ayub	4	16	Roh itu diam, tetapi aku tidak bisa melihat rupanya. Suatu wujud berdiri di hadapan mataku; ada kesunyian, lalu aku mendengar bisikan suara,
B18_C004_V017	Ayub	4	17	‘Dapatkah manusia fana benar di hadapan Allah? Dapatkah manusia suci di hadapan Penciptanya?
B18_C004_V018	Ayub	4	18	Kalau Dia tidak menaruh percaya bahkan kepada hamba-hamba-Nya, dan Dia mendapati kesalahan pada malaikat-malaikat-Nya,
B18_C004_V019	Ayub	4	19	betapa lebih-lebih lagi mereka yang tinggal dalam rumah-rumah tanah liat, yang dasarnya berada di dalam debu, yang diremukkan seperti ngengat!
B18_C004_V020	Ayub	4	20	Di antara pagi dan malam, mereka dibinasakan berkeping-keping; mereka binasa selama-lamanya tanpa ada orang yang memperhatikannya.
B18_C004_V021	Ayub	4	21	Bukankah tali kemah dicabut dari tengah-tengah mereka? Mereka mati tanpa hikmat.’”
B18_C005_V001	Ayub	5	1	“Berserulah sekarang. Adakah orang yang akan menjawabmu? Kepada orang-orang kudus manakah kamu akan berpaling?
B18_C005_V002	Ayub	5	2	Sebab, kemurkaan membunuh orang bodoh, dan kecemburuan membunuh orang yang sederhana.
B18_C005_V003	Ayub	5	3	Aku telah melihat orang bodoh membuat akar, tetapi tiba-tiba aku mengutuki tempat tinggalnya.
B18_C005_V004	Ayub	5	4	Anak-anaknya jauh dari keamanan; mereka diremukkan di pintu gerbang, dan tidak seorang pun menyelamatkan mereka.
B18_C005_V005	Ayub	5	5	Orang yang kelaparan melahap hasil panennya, dan bahkan mengambil yang tumbuh di antara duri-duri, dan orang yang haus menginginkan kekayaannya.
B18_C005_V006	Ayub	5	6	Sebab, penderitaan tidak datang dari debu, dan kesusahan tidak tumbuh dari tanah,
B18_C005_V007	Ayub	5	7	tetapi manusia dilahirkan untuk kesusahan, seperti percikan api yang terbang ke atas.
B18_C005_V008	Ayub	5	8	Kalau aku, aku akan mencari Allah, maka kepada Allah aku akan mengadukan persoalanku.
B18_C005_V009	Ayub	5	9	Dialah yang melakukan hal-hal yang besar dan yang tidak terselidiki, hal-hal ajaib yang tidak terbilang banyaknya.
B18_C005_V010	Ayub	5	10	Dia menurunkan hujan ke atas bumi, dan mengalirkan air ke ladang-ladang.
B18_C005_V011	Ayub	5	11	Dia menempatkan orang yang rendah di tempat yang tinggi, dan mereka yang berdukacita diangkat ke tempat yang aman.
B18_C005_V012	Ayub	5	12	Dia menggagalkan rencana orang licik sehingga tangan mereka tidak mencapai keberhasilan.
B18_C005_V013	Ayub	5	13	Dia menangkap orang berhikmat dalam kecerdikan mereka sendiri, dan nasihat orang licik segera ditiadakan.
B18_C005_V014	Ayub	5	14	Mereka bertemu dengan kegelapan pada siang hari, dan meraba-raba pada tengah hari seperti pada malam hari.
B18_C005_V015	Ayub	5	15	Akan tetapi, Allah menyelamatkan orang miskin dari pedang mulut mereka dan dari tangan orang kuat.
B18_C005_V016	Ayub	5	16	Dengan demikian, orang miskin memiliki harapan, dan ketidakadilan menutup mulutnya.
B18_C005_V017	Ayub	5	17	Lihat, diberkatilah orang yang ditegur oleh Allah; karena itu, jangan menganggap rendah didikan dari Yang Mahakuasa.
B18_C005_V018	Ayub	5	18	Sebab, Dia melukai, tetapi Dia juga membalut; Dia meremukkan, tetapi tangan-Nya menyembuhkan.
B18_C005_V019	Ayub	5	19	Dia akan melepaskanmu dari enam kesulitan; dalam tujuh, tidak ada kejahatan yang akan menimpamu.
B18_C005_V020	Ayub	5	20	Pada masa kelaparan, Dia akan melepaskanmu dari kematian, dan pada masa peperangan dari kuasa pedang.
B18_C005_V021	Ayub	5	21	Kamu akan dilindungi dari cambukan lidah, dan kamu tidak perlu takut akan kehancuran ketika hal itu datang.
B18_C005_V022	Ayub	5	22	Pada saat kehancuran dan kelaparan, kamu akan tertawa, dan kamu tidak akan takut pada binatang-binatang buas di bumi.
B18_C005_V023	Ayub	5	23	Sebab, kamu akan mengadakan perjanjian dengan batu-batu di ladang, dan binatang-binatang buas di ladang akan berdamai denganmu.
B18_C005_V024	Ayub	5	24	Kamu akan tahu bahwa kemahmu dalam keadaan aman, dan kamu akan memeriksa tempat tinggalmu, dan tidak akan ada yang hilang.
B18_C005_V025	Ayub	5	25	Kamu juga akan tahu bahwa keturunanmu akan banyak, dan anak cucumu seperti rumput di bumi.
B18_C005_V026	Ayub	5	26	Kamu akan turun ke liang kubur pada usia yang penuh, seperti tumpukan gandum yang dikumpulkan pada masanya.
B18_C005_V027	Ayub	5	27	Lihatlah, kami sudah menyelidikinya, dan memang benar; dengarkanlah dan ketahuilah hal itu demi kebaikanmu.”
B18_C006_V001	Ayub	6	1	Kemudian, Ayub menjawab, katanya,
B18_C006_V002	Ayub	6	2	“Ah, seandainya kesusahanku ditimbang, dan semua kesengsaraanku diletakkan di atas timbangan!
B18_C006_V003	Ayub	6	3	Sebab, beratnya akan melebihi pasir di laut. Karena itu, kata-kataku menjadi gegabah.
B18_C006_V004	Ayub	6	4	Sebab, anak panah Yang Mahakuasa ada di dalam tubuhku; rohku meminum racunnya; kengerian Allah berbaris melawan aku.
B18_C006_V005	Ayub	6	5	Apakah keledai liar meringkik saat ada di atas rumput muda? Atau, apakah sapi melenguh saat ada di atas makanannya?
B18_C006_V006	Ayub	6	6	Dapatkah makanan yang hambar dimakan tanpa garam? Atau, apakah putih telur ada rasanya?
B18_C006_V007	Ayub	6	7	Jiwaku menolak menyentuhnya; semua itu makanan yang menjijikkan bagiku.
B18_C006_V008	Ayub	6	8	Ah, seandainya aku boleh mengajukan permintaan, dan Allah berkenan memenuhi harapanku.
B18_C006_V009	Ayub	6	9	Kiranya Allah berkenan meremukkanku; kiranya Dia melepaskan tangan-Nya, dan membunuhku!
B18_C006_V010	Ayub	6	10	Ini akan menjadi penghiburanku, bahkan aku akan bersukaria dalam penderitaan yang tidak tertanggungkan karena aku tidak pernah menyangkali firman Yang Mahakudus.
B18_C006_V011	Ayub	6	11	Apakah kekuatanku sehingga aku harus berharap? Apakah akhir hidupku sehingga aku harus bersabar?
B18_C006_V012	Ayub	6	12	Apakah kekuatanku adalah kekuatan dari batu? Atau, apakah dagingku dari tembaga?
B18_C006_V013	Ayub	6	13	Bukankah tidak ada pertolongan dalam diriku, dan hikmat telah undur dariku?
B18_C006_V014	Ayub	6	14	Orang yang sedang berputus asa seharusnya dikasihani oleh kawannya, meskipun sudah ditinggalkannya rasa takut akan Yang Mahakuasa.
B18_C006_V015	Ayub	6	15	Saudara-saudaraku telah berbuat dengan tidak jujur seperti anak sungai, seperti aliran sungai yang mengalir pergi,
B18_C006_V016	Ayub	6	16	yang gelap karena es, tempat salju menyembunyikan diri di dalamnya.
B18_C006_V017	Ayub	6	17	Saat meleleh, mereka lenyap; ketika panas, mereka akan lenyap dari tempatnya.
B18_C006_V018	Ayub	6	18	Kafilah-kafilah akan menyimpang dari jalannya; mereka pergi ke gurun, lalu binasa.
B18_C006_V019	Ayub	6	19	Kafilah-kafilah dari Tema melihat; pengembara dari Syeba mengharapkan mereka.
B18_C006_V020	Ayub	6	20	Mereka malu karena mereka percaya diri; mereka tiba di sana, dan mereka kecewa.
B18_C006_V021	Ayub	6	21	Sekarang, kamu telah menjadi seperti itu; kamu melihat kengerian, dan menjadi takut.
B18_C006_V022	Ayub	6	22	Pernahkah aku berkata, ‘Berilah aku sesuatu’, atau ‘Berilah aku uang suap dari hartamu’,
B18_C006_V023	Ayub	6	23	atau ‘Lepaskan aku dari tangan musuh’, atau ‘Tebuslah aku dari tangan para penindas’?
B18_C006_V024	Ayub	6	24	Ajarilah aku, maka aku akan diam. Buatlah aku mengerti bagaimana aku telah tersesat.
B18_C006_V025	Ayub	6	25	Betapa kuatnya perkataan yang jujur! Akan tetapi, apa yang dibuktikan oleh teguranmu?
B18_C006_V026	Ayub	6	26	Apakah kamu bermaksud menegur perkataanku, dan menganggap perkataan orang yang putus asa seperti angin?
B18_C006_V027	Ayub	6	27	Ya, bahkan kamu membuang undi atas anak yatim, dan memperdagangkan sahabatmu.
B18_C006_V028	Ayub	6	28	Namun, sekarang, lihatlah aku, karena aku tidak akan berbohong di hadapanmu.
B18_C006_V029	Ayub	6	29	Mari berbaliklah; jangan biarkan ketidakadilan terjadi. Berpalinglah sekarang, kebenaranku ada dalam bahaya.
B18_C006_V030	Ayub	6	30	Adakah kesalahan pada lidahku? Tidak bisakah mulutku membedakan penyebab malapetaka?”
B18_C007_V001	Ayub	7	1	“Bukankah manusia mengalami pergumulan di atas bumi sehingga hari-harinya seperti hari-hari orang upahan?
B18_C007_V002	Ayub	7	2	Seperti seorang budak yang merindukan tempat berlindung, dan seperti orang upahan yang menanti-nantikan upahnya,
B18_C007_V003	Ayub	7	3	begitu juga aku yang mendapatkan bulan-bulan yang sia-sia, dan malam-malam kesengsaraan telah ditentukan bagiku.
B18_C007_V004	Ayub	7	4	Saat berbaring, aku berkata, ‘Kapan aku akan bangun?’ Namun, malam sangat panjang, dan aku berguling-guling hingga fajar.
B18_C007_V005	Ayub	7	5	Tubuhku penuh dengan ulat dan tanah. Kulitku pecah-pecah dan bernanah.
B18_C007_V006	Ayub	7	6	Hari-hariku berlalu lebih cepat daripada sekoci penenun, dan sampai pada akhir yang tanpa harapan.
B18_C007_V007	Ayub	7	7	Ingatlah bahwa hidupku hanyalah sebuah embusan napas; mataku tidak akan lagi melihat hal yang baik.
B18_C007_V008	Ayub	7	8	Mata orang yang memandangku tidak akan melihatku lagi. Sementara mata-Mu memandangku, aku tidak akan ada lagi.
B18_C007_V009	Ayub	7	9	Seperti awan yang memudar, dan lenyap, begitu juga orang yang turun ke dunia orang mati tidak akan naik lagi.
B18_C007_V010	Ayub	7	10	Dia tidak akan kembali lagi ke rumahnya, dan tempat tinggalnya pun tidak mengenalnya lagi.
B18_C007_V011	Ayub	7	11	Oleh karena itu, aku tidak akan menahan mulutku; aku akan berbicara dalam kesesakan rohku; aku akan mengeluh dalam kepahitan jiwaku.
B18_C007_V012	Ayub	7	12	Apakah aku ini laut atau makhluk laut yang menakutkan sehingga Engkau menempatkan penjaga atasku?
B18_C007_V013	Ayub	7	13	Ketika aku berkata, ‘Tempat tidurku akan menghiburku; tempat pembaringanku akan meringankan keluhanku,’
B18_C007_V014	Ayub	7	14	maka Engkau menakutiku dengan mimpi-mimpi, dan membuatku ngeri dengan penglihatan-penglihatan.
B18_C007_V015	Ayub	7	15	Oleh karena itu, jiwaku lebih memilih dicekik, dan kematian, daripada tulang-tulangku ini.
B18_C007_V016	Ayub	7	16	Aku membenci hidupku; aku tidak akan hidup selama-lamanya. Tinggalkan aku sendiri karena hari-hariku hanyalah sebuah embusan napas.
B18_C007_V017	Ayub	7	17	Apakah manusia sehingga Engkau meninggikannya, sehingga Engkau menaruh hati-Mu padanya,
B18_C007_V018	Ayub	7	18	mengunjunginya setiap pagi, dan mengujinya setiap saat?
B18_C007_V019	Ayub	7	19	Berapa lama Engkau akan memalingkan pandangan-Mu dari aku, sehingga membiarkan aku seorang diri hingga aku menelan ludahku?
B18_C007_V020	Ayub	7	20	Jika aku telah berdosa, apa yang telah aku lakukan kepada-Mu, hai Pengawas manusia? Mengapa Engkau menjadikanku sasaran-Mu? Mengapa aku menjadi beban bagi-Mu?
B18_C007_V021	Ayub	7	21	Mengapa Engkau tidak mengampuni pelanggaranku, dan menghapus kesalahanku? Sebab, sekarang, aku akan berbaring di dalam debu. Engkau akan mencari aku, tetapi aku tidak akan ada lagi.”
B18_C008_V001	Ayub	8	1	Lalu, Bildad, orang Suah, menjawab, katanya,
B18_C008_V002	Ayub	8	2	“Berapa lama lagi kamu akan mengatakan hal-hal itu, dan perkataan mulutmu menjadi seperti angin kencang.
B18_C008_V003	Ayub	8	3	Apakah Allah membengkokkan keadilan? Atau, apakah Yang Mahakuasa membengkokkan kebenaran?
B18_C008_V004	Ayub	8	4	Jika anak-anakmu telah berbuat dosa terhadap-Nya, Dia sudah menyerahkan mereka ke dalam kuasa pelanggaran mereka.
B18_C008_V005	Ayub	8	5	Jika kamu tekun mencari Allah, dan memohon belas kasihan dari Yang Mahakuasa,
B18_C008_V006	Ayub	8	6	jika kamu suci dan jujur, Dia pasti akan bangkit bagimu, dan memulihkan tempatmu yang benar.
B18_C008_V007	Ayub	8	7	Walaupun permulaanmu kecil, tetapi hari-harimu kemudian akan menjadi sangat besar.
B18_C008_V008	Ayub	8	8	Bertanyalah kepada generasi-generasi sebelumnya, dan perhatikanlah apa yang menjadi penemuan para bapa leluhur mereka.
B18_C008_V009	Ayub	8	9	Sebab, kita baru lahir kemarin, dan tidak tahu apa-apa karena hari-hari kita di bumi seperti bayangan.
B18_C008_V010	Ayub	8	10	Tidakkah mereka akan mengajarimu, memberitahumu, dan mengucapkan perkataan dari hati mereka?
B18_C008_V011	Ayub	8	11	Dapatkah papirus tumbuh kalau tidak ada rawa? Dapatkah gelagah berkembang kalau tidak ada air?
B18_C008_V012	Ayub	8	12	Sementara tanaman itu sedang berbunga dan tidak dipotong, ia lebih cepat menjadi layu daripada tanaman lainnya.
B18_C008_V013	Ayub	8	13	Demikian pula jalan hidup semua orang yang melupakan Allah. Harapan orang tidak bertuhan akan lenyap,
B18_C008_V014	Ayub	8	14	yang keyakinannya mudah patah, yang pengharapannya seperti sarang laba-laba.
B18_C008_V015	Ayub	8	15	Dia bersandar pada rumahnya, tetapi rumahnya tidak tahan berdiri. Dia berpegang padanya, tetapi rumahnya itu tidak bertahan.
B18_C008_V016	Ayub	8	16	Dia seperti tanaman yang subur di bawah matahari; tunas-tunasnya menjulur ke seluruh kebun.
B18_C008_V017	Ayub	8	17	Akar-akarnya membalut timbunan batu, dan mencari tempat di antara batu-batu.
B18_C008_V018	Ayub	8	18	Jika ia dicabut dari tempatnya, tempat itu tidak akan mengakuinya, katanya, ‘Aku belum pernah melihatmu.’
B18_C008_V019	Ayub	8	19	Lihatlah, inilah sukacita jalan-Nya, dan dari tanah itu, tanaman-tanaman lain akan tumbuh.
B18_C008_V020	Ayub	8	20	Lihatlah, Allah tidak menolak orang yang tidak bersalah, dan Dia tidak akan menguatkan tangan pelaku kejahatan.
B18_C008_V021	Ayub	8	21	Dia akan memenuhi mulutmu dengan tawa, dan bibirmu dengan sukacita.
B18_C008_V022	Ayub	8	22	Mereka yang membencimu akan diselubungi dengan malu, dan kemah orang fasik tidak akan ada lagi.”
B18_C009_V001	Ayub	9	1	Kemudian, Ayub menjawab, katanya,
B18_C009_V002	Ayub	9	2	“Betul, aku tahu bahwa itu memang benar. Namun, bagaimana manusia bisa benar di hadapan Allah?
B18_C009_V003	Ayub	9	3	Jika orang ingin berbantah dengan Dia, dia tidak bisa menjawab-Nya satu pun dari seribu kali.
B18_C009_V004	Ayub	9	4	Dia bijaksana dalam hati dan besar dalam kekuatan; siapa yang bersikeras melawan Dia, dan bisa berhasil?
B18_C009_V005	Ayub	9	5	Dialah yang memindahkan gunung-gunung tanpa diketahui. Dalam kemurkaan-Nya, Dia menjungkirbalikkan mereka.
B18_C009_V006	Ayub	9	6	Dialah yang mengguncangkan bumi dari tempatnya sehingga tiang-tiangnya bergetar.
B18_C009_V007	Ayub	9	7	Dialah yang memerintahkan matahari, dan ia tidak terbit, dan yang menyegel sinar bintang-bintang.
B18_C009_V008	Ayub	9	8	Dia sendiri yang membentangkan langit, dan menginjak-injak gelombang laut.
B18_C009_V009	Ayub	9	9	Dia membuat bintang Biduk, bintang Belantik, bintang Kartika, dan kumpulan bintang-bintang selatan.
B18_C009_V010	Ayub	9	10	Dialah yang melakukan perbuatan-perbuatan besar yang tidak terselami, serta keajaiban yang tidak terhitung jumlahnya.
B18_C009_V011	Ayub	9	11	Lihatlah, Dia lewat di hadapanku, dan aku tidak dapat melihat-Nya. Dia mendahului aku, tetapi aku tidak mengetahui-Nya.
B18_C009_V012	Ayub	9	12	Lihatlah, Dia mengambil; siapakah yang dapat menghalangi-Nya? Siapakah yang dapat berkata kepada-Nya, ‘Apa yang sedang Engkau lakukan?’
B18_C009_V013	Ayub	9	13	Allah tidak akan menarik kembali kemurkaan-Nya; para pembantu Rahab tunduk di bawah-Nya.
B18_C009_V014	Ayub	9	14	Lalu, bagaimana aku dapat menjawab-Nya, dan memilih kata-kataku untuk berdebat dengan-Nya?
B18_C009_V015	Ayub	9	15	Meskipun aku di sisi yang benar, aku tidak bisa menjawab-Nya; aku hanya bisa memohon belas kasihan kepada Hakimku.
B18_C009_V016	Ayub	9	16	Jika aku berseru, dan Dia menjawab aku, aku tidak percaya bahwa Dia akan mendengarkan suaraku.
B18_C009_V017	Ayub	9	17	Sebab, Dia meremukkanku dengan angin ribut, dan melipatgandakan lukaku tanpa alasan.
B18_C009_V018	Ayub	9	18	Dia tidak akan membiarkanku menghela napas, tetapi mengisiku dengan kepahitan.
B18_C009_V019	Ayub	9	19	Jika ini adalah kontes kekuatan, betul, Dia hebat! Jika ini soal keadilan, siapa yang dapat menggugat Dia?
B18_C009_V020	Ayub	9	20	Meskipun aku di sisi yang benar, mulutku sendiri akan mengutukku. Meskipun aku tidak bersalah, Dia akan membuktikan bahwa aku bersalah.
B18_C009_V021	Ayub	9	21	Aku tidak bersalah; aku tidak mengenal diriku sendiri; aku membenci hidupku.
B18_C009_V022	Ayub	9	22	Semuanya sama saja; itulah sebabnya, aku berkata, ‘Dia menghancurkan baik orang yang tidak berdosa maupun orang jahat.’
B18_C009_V023	Ayub	9	23	Jika bencana membawa kematian yang tiba-tiba, Dia menertawakan keputusasaan yang menimpa orang yang tidak bersalah.
B18_C009_V024	Ayub	9	24	Bumi diserahkan ke dalam tangan orang fasik. Dia menutupi muka para hakimnya. Jika itu bukan Dia, lalu siapa lagi?
B18_C009_V025	Ayub	9	25	Hari-hariku berlalu lebih cepat daripada seorang pelari; mereka terbang; mereka tidak melihat hal yang baik.
B18_C009_V026	Ayub	9	26	Mereka melaju seperti perahu dari papirus, seperti burung rajawali yang menyambar mangsanya.
B18_C009_V027	Ayub	9	27	Jika aku berkata, ‘Aku akan melupakan keluhanku; aku akan melepaskan wajah sedihku, dan bergembira,’
B18_C009_V028	Ayub	9	28	aku menjadi takut terhadap semua kesusahanku karena aku tahu Engkau tidak akan menganggapku tidak bersalah.
B18_C009_V029	Ayub	9	29	Jika aku akan dihukum, mengapa aku harus bersusah payah dengan sia-sia?
B18_C009_V030	Ayub	9	30	Jika aku membasuh diriku dengan salju, dan membersihkan tanganku dengan sabun,
B18_C009_V031	Ayub	9	31	maka Engkau akan mencelupkanku ke dalam lumpur, sampai pakaianku sendiri jijik terhadap aku.
B18_C009_V032	Ayub	9	32	Sebab, Dia bukan manusia, seperti diriku, sehingga aku dapat menjawab-Nya, dan kami bisa pergi ke pengadilan bersama-sama.
B18_C009_V033	Ayub	9	33	Tidak ada penengah di antara kami, yang dapat meletakkan tangannya ke atas kami berdua.
